Case 1
   Query 385: 528
   Query 386: 384
   Query 387: 720
   Query 388: 528
   Query 389: 816
   Query 390: 264
   Query 391: 632
   Query 392: 144
   Query 393: 240
   Query 394: 528
   Query 395: 288
   Query 396: 648
   Query 397: 384
   Query 398: 768
   Query 399: 0
   Query 400: 528
   Query 401: 258
   Query 402: 648
   Query 403: 264
   Query 404: 384
   Query 405: 384
   Query 406: 144
   Query 407: 688
   Query 408: 528
   Query 409: 736
   Query 410: 0
   Query 411: 0
   Query 412: 816
   Query 413: 384
   Query 414: 0
   Query 415: 768
   Query 416: 642
   Query 417: 360
   Query 418: 144
   Query 419: 832
   Query 420: 213
   Query 421: 384
   Query 422: 576
   Query 423: 72
   Query 424: 882
   Query 425: 816
   Query 426: 0
   Query 427: 0
   Query 428: 528
   Query 429: 528
   Query 430: 768
   Query 431: 0
   Query 432: 0
   Query 433: 48
   Query 434: 528
   Query 435: 240
   Query 436: 576
   Query 437: 384
   Query 438: 768
   Query 439: 138
   Query 440: 24
   Query 441: 144
   Query 442: 0
   Query 443: 352
   Query 444: 114
   Query 445: 384
   Query 446: 160
   Query 447: 696
   Query 448: 96
   Query 449: 720
   Query 450: 720
   Query 451: 768
   Query 452: 298
   Query 453: 336
   Query 454: 768
   Query 455: 0
   Query 456: 444
   Query 457: 756
   Query 458: 0
   Query 459: 536
   Query 460: 696
   Query 461: 528
   Query 462: 96
   Query 463: 840
   Query 464: 24
   Query 465: 312
   Query 466: 858
   Query 467: 532
   Query 468: 312
   Query 469: 408
   Query 470: 496
   Query 471: 528
   Query 472: 608
   Query 473: 496
   Query 474: 48
   Query 475: 384
   Query 476: 504
   Query 477: 48
   Query 478: 840
   Query 479: 688
   Query 480: 336
   Query 481: 0
   Query 482: 642
   Query 483: 464
   Query 484: 264
   Query 485: 32
   Query 486: 384
   Query 487: 144
   Query 488: 384
   Query 489: 144
   Query 490: 0
   Query 491: 720
   Query 492: 696
   Query 493: 0
   Query 494: 384
   Query 495: 492
   Query 496: 144
   Query 497: 768
   Query 498: 384
   Query 499: 768
   Query 500: 264
   Query 501: 288
   Query 502: 156
   Query 503: 656
   Query 504: 700
   Query 505: 840
   Query 506: 384
   Query 507: 840
   Query 508: 176
   Query 509: 528
   Query 510: 504
   Query 511: 48
   Query 512: 240
   Query 513: 456
   Query 514: 888
   Query 515: 72
   Query 516: 0
   Query 517: 552
   Query 518: 384
   Query 519: 264
   Query 520: 48
   Query 521: 424
   Query 522: 432
   Query 523: 480
   Query 524: 384
   Query 525: 144
   Query 526: 528
   Query 527: 384
   Query 528: 600
   Query 529: 384
   Query 530: 768
   Query 531: 600
   Query 532: 600
   Query 533: 186
   Query 534: 246
   Query 535: 144
   Query 536: 432
   Query 537: 300
   Query 538: 384
   Query 539: 0
   Query 540: 384
   Query 541: 144
   Query 542: 192
   Query 543: 6
   Query 544: 384
   Query 545: 224
   Query 546: 792
   Query 547: 768
   Query 548: 348
   Query 549: 288
   Query 550: 768
   Query 551: 768
   Query 552: 624
   Query 553: 576
   Query 554: 384
   Query 555: 768
   Query 556: 480
   Query 557: 156
   Query 558: 528
   Query 559: 864
   Query 560: 0
   Query 561: 768
   Query 562: 416
   Query 563: 0
   Query 564: 192
   Query 565: 360
   Query 566: 528
   Query 567: 216
   Query 568: 528
   Query 569: 408
   Query 570: 360
   Query 571: 372
   Query 572: 768
   Query 573: 794
   Query 574: 336
   Query 575: 72
   Query 576: 864
   Query 577: 240
   Query 578: 624
   Query 579: 432
   Query 580: 384
   Query 581: 384
   Query 582: 228
   Query 583: 792
   Query 584: 608
   Query 585: 32
   Query 586: 680
   Query 587: 840
   Query 588: 760
   Query 589: 110
   Query 590: 384
   Query 591: 216
   Query 592: 768
   Query 593: 0
   Query 594: 0
   Query 595: 192
   Query 596: 696
   Query 597: 456
   Query 598: 432
   Query 599: 312
   Query 600: 0
   Query 601: 752
   Query 602: 840
   Query 603: 408
   Query 604: 312
   Query 605: 96
   Query 606: 528
   Query 607: 792
   Query 608: 144
   Query 609: 48
   Query 610: 384
   Query 611: 600
   Query 612: 144
   Query 613: 744
   Query 614: 528
   Query 615: 672
   Query 616: 528
   Query 617: 0
   Query 618: 496
   Query 619: 0
   Query 620: 384
   Query 621: 144
   Query 622: 384
   Query 623: 24
   Query 624: 342
   Query 625: 528
   Query 626: 792
   Query 627: 528
   Query 628: 72
   Query 629: 600
   Query 630: 768
   Query 631: 32
   Query 632: 864
   Query 633: 384
   Query 634: 144
   Query 635: 0
   Query 636: 408
   Query 637: 78
   Query 638: 384
   Query 639: 0
   Query 640: 384
   Query 641: 760
   Query 642: 460
   Query 643: 252
   Query 644: 156
   Query 645: 600
   Query 646: 384
   Query 647: 0
   Query 648: 840
   Query 649: 864
   Query 650: 48
   Query 651: 480
   Query 652: 432
   Query 653: 768
   Query 654: 0
   Query 655: 432
   Query 656: 384
   Query 657: 384
   Query 658: 768
   Query 659: 24
   Query 660: 24
   Query 661: 768
   Query 662: 384
   Query 663: 288
   Query 664: 464
   Query 665: 312
   Query 666: 504
   Query 667: 528
   Query 668: 336
   Query 669: 480
   Query 670: 528
   Query 671: 384
   Query 672: 24
   Query 673: 0
   Query 674: 384
   Query 675: 384
   Query 676: 336
   Query 677: 144
   Query 678: 720
   Query 679: 144
   Query 680: 72
   Query 681: 384
   Query 682: 768
   Query 683: 888
   Query 684: 480
   Query 685: 840
   Query 686: 576
   Query 687: 384
   Query 688: 624
   Query 689: 504
   Query 690: 512
   Query 691: 408
   Query 692: 608
   Query 693: 192
   Query 694: 0
   Query 695: 96
   Query 696: 336
   Query 697: 0
   Query 698: 96
   Query 699: 144
   Query 700: 840
   Query 701: 816
   Query 702: 0
   Query 703: 336
   Query 704: 768
   Query 705: 624
   Query 706: 840
   Query 707: 288
   Query 708: 384
   Query 709: 816
   Query 710: 576
   Query 711: 0
   Query 712: 768
   Query 713: 768
   Query 714: 0
   Query 715: 48
   Query 716: 720
   Query 717: 384
   Query 718: 144
   Query 719: 576
   Query 720: 408
   Query 721: 816
   Query 722: 72
   Query 723: 384
   Query 724: 0
   Query 725: 384
   Query 726: 80
   Query 727: 384
   Query 728: 528
   Query 729: 0
   Query 730: 336
   Query 731: 384
   Query 732: 720
   Query 733: 186
   Query 734: 96
   Query 735: 864
   Query 736: 768
   Query 737: 480
   Query 738: 904
   Query 739: 672
   Query 740: 800
   Query 741: 504
   Query 742: 496
   Query 743: 608
   Query 744: 624
   Query 745: 768
   Query 746: 600
   Query 747: 720
   Query 748: 528
   Query 749: 654
   Query 750: 0
   Query 751: 528
   Query 752: 384
   Query 753: 840
   Query 754: 0
   Query 755: 528
   Query 756: 0
   Query 757: 528
   Query 758: 144
   Query 759: 768
   Query 760: 96
   Query 761: 768
   Query 762: 592
   Query 763: 336
   Query 764: 384
   Query 765: 432
   Query 766: 828
   Query 767: 0
   Query 768: 48
   Query 769: 224
   Query 770: 840
   Query 771: 768
   Query 772: 768
   Query 773: 312
   Query 774: 738
   Query 775: 72
   Query 776: 840
   Query 777: 768
   Query 778: 144
   Query 779: 768
   Query 780: 768
   Query 781: 216
   Query 782: 384
   Query 783: 768
   Query 784: 384
   Query 785: 768
   Query 786: 0
   Query 787: 80
   Query 788: 0
   Query 789: 304
   Query 790: 608
   Query 791: 120
   Query 792: 768
   Query 793: 576
   Query 794: 768
   Query 795: 384
   Query 796: 576
   Query 797: 144
   Query 798: 440
   Query 799: 0
   Query 800: 384
   Query 801: 864
   Query 802: 336
   Query 803: 192
   Query 804: 768
   Query 805: 384
   Query 806: 0
   Query 807: 160
   Query 808: 768
   Query 809: 576
   Query 810: 420
   Query 811: 72
   Query 812: 528
   Query 813: 789
   Query 814: 318
   Query 815: 312
   Query 816: 832
   Query 817: 228
   Query 818: 792
   Query 819: 192
   Query 820: 504
   Query 821: 456
   Query 822: 732
   Query 823: 840
   Query 824: 144
   Query 825: 768
   Query 826: 240
   Query 827: 672
   Query 828: 384
   Query 829: 384
   Query 830: 160
   Query 831: 816
   Query 832: 816
   Query 833: 768
   Query 834: 768
   Query 835: 0
   Query 836: 552
   Query 837: 0
   Query 838: 528
   Query 839: 96
   Query 840: 528
   Query 841: 720
   Query 842: 720
   Query 843: 720
   Query 844: 648
   Query 845: 384
   Query 846: 840
   Query 847: 384
   Query 848: 384
   Query 849: 396
   Query 850: 456
   Query 851: 528
   Query 852: 840
   Query 853: 768
   Query 854: 288
   Query 855: 720
   Query 856: 0
   Query 857: 240
   Query 858: 528
   Query 859: 612
   Query 860: 0
   Query 861: 648
   Query 862: 48
   Query 863: 528
   Query 864: 840
   Query 865: 312
   Query 866: 528
   Query 867: 384
   Query 868: 0
   Query 869: 822
   Query 870: 72
   Query 871: 324
   Query 872: 384
   Query 873: 384
   Query 874: 840
   Query 875: 600
   Query 876: 312
   Query 877: 840
   Query 878: 408
   Query 879: 456
   Query 880: 792
   Query 881: 144
   Query 882: 528
   Query 883: 192
   Query 884: 768
   Query 885: 240
   Query 886: 96
   Query 887: 45
   Query 888: 168
   Query 889: 528
   Query 890: 828
   Query 891: 312
   Query 892: 432
   Query 893: 384
   Query 894: 528
   Query 895: 480
   Query 896: 762
   Query 897: 744
   Query 898: 672
   Query 899: 336
   Query 900: 768
   Query 901: 80
   Query 902: 384
   Query 903: 120
   Query 904: 832
   Query 905: 528
   Query 906: 800
   Query 907: 120
   Query 908: 72
   Query 909: 144
   Query 910: 768
   Query 911: 84
   Query 912: 48
   Query 913: 750
   Query 914: 792
   Query 915: 12
   Query 916: 0
   Query 917: 744
   Query 918: 528
   Query 919: 72
   Query 920: 376
   Query 921: 768
   Query 922: 360
   Query 923: 0
   Query 924: 0
   Query 925: 560
   Query 926: 768
   Query 927: 0
   Query 928: 0
   Query 929: 432
   Query 930: 744
   Query 931: 384
   Query 932: 162
   Query 933: 144
   Query 934: 384
   Query 935: 384
   Query 936: 0
   Query 937: 464
   Query 938: 528
   Query 939: 856
   Query 940: 528
   Query 941: 768
   Query 942: 552
   Query 943: 528
   Query 944: 840
   Query 945: 768
   Query 946: 672
   Query 947: 0
   Query 948: 696
   Query 949: 328
   Query 950: 384
   Query 951: 0
   Query 952: 0
   Query 953: 480
   Query 954: 720
   Query 955: 832
   Query 956: 528
   Query 957: 624
   Query 958: 768
Case 8
   Query 1: 480
   Query 2: 720
   Query 3: 195
   Query 4: 618
   Query 5: 840
   Query 6: 648
   Query 7: 198
   Query 8: 612
   Query 9: 756
   Query 10: 672
   Query 11: 168
   Query 12: 624
   Query 13: 96
   Query 14: 261
   Query 15: 624
   Query 16: 120
   Query 17: 288
   Query 18: 192
   Query 19: 798
   Query 20: 396
   Query 21: 264
   Query 22: 900
   Query 23: 78
   Query 24: 654
   Query 25: 762
   Query 26: 24
   Query 27: 280
   Query 28: 192
   Query 29: 192
   Query 30: 219
   Query 31: 510
   Query 32: 768
   Query 33: 756
   Query 34: 184
   Query 35: 48
   Query 36: 336
   Query 37: 24
   Query 38: 210
   Query 39: 234
   Query 40: 816
   Query 41: 0
   Query 42: 810
   Query 43: 432
   Query 44: 528
   Query 45: 576
   Query 46: 816
   Query 47: 444
   Query 48: 45
   Query 49: 180
   Query 50: 24
   Query 51: 360
   Query 52: 162
   Query 53: 660
   Query 54: 504
   Query 55: 384
   Query 56: 264
   Query 57: 528
   Query 58: 909
   Query 59: 402
   Query 60: 314
   Query 61: 888
   Query 62: 864
   Query 63: 600
   Query 64: 294
   Query 65: 900
   Query 66: 600
   Query 67: 624
   Query 68: 408
   Query 69: 612
   Query 70: 240
   Query 71: 24
   Query 72: 72
   Query 73: 240
   Query 74: 792
   Query 75: 648
   Query 76: 171
   Query 77: 252
   Query 78: 408
   Query 79: 804
   Query 80: 633
   Query 81: 189
   Query 82: 804
   Query 83: 702
   Query 84: 417
   Query 85: 816
   Query 86: 552
   Query 87: 900
   Query 88: 852
   Query 89: 384
   Query 90: 84
   Query 91: 576
   Query 92: 198
   Query 93: 744
   Query 94: 639
   Query 95: 648
   Query 96: 336
   Query 97: 858
   Query 98: 768
   Query 99: 264
   Query 100: 192
   Query 101: 234
   Query 102: 804
   Query 103: 390
   Query 104: 774
   Query 105: 588
   Query 106: 0
   Query 107: 613
   Query 108: 885
   Query 109: 552
   Query 110: 822
   Query 111: 816
   Query 112: 708
   Query 113: 312
   Query 114: 240
   Query 115: 432
   Query 116: 606
   Query 117: 903
   Query 118: 597
   Query 119: 144
   Query 120: 408
   Query 121: 882
   Query 122: 372
   Query 123: 426
   Query 124: 120
   Query 125: 420
   Query 126: 222
   Query 127: 876
   Query 128: 600
   Query 129: 720
   Query 130: 480
   Query 131: 582
   Query 132: 840
   Query 133: 408
   Query 134: 603
   Query 135: 168
   Query 136: 516
   Query 137: 600
   Query 138: 654
   Query 139: 504
   Query 140: 816
   Query 141: 276
   Query 142: 768
   Query 143: 720
   Query 144: 426
   Query 145: 480
   Query 146: 540
   Query 147: 48
   Query 148: 312
   Query 149: 888
   Query 150: 192
   Query 151: 144
   Query 152: 705
   Query 153: 864
   Query 154: 336
   Query 155: 120
   Query 156: 24
   Query 157: 744
   Query 158: 672
   Query 159: 852
   Query 160: 576
   Query 161: 864
   Query 162: 63
   Query 163: 582
   Query 164: 816
   Query 165: 636
   Query 166: 24
   Query 167: 732
   Query 168: 96
   Query 169: 168
   Query 170: 396
   Query 171: 672
   Query 172: 396
   Query 173: 204
   Query 174: 648
   Query 175: 480
   Query 176: 168
   Query 177: 480
   Query 178: 96
   Query 179: 816
   Query 180: 456
   Query 181: 240
   Query 182: 271
   Query 183: 684
   Query 184: 864
   Query 185: 276
   Query 186: 36
   Query 187: 192
   Query 188: 192
   Query 189: 0
   Query 190: 276
   Query 191: 48
   Query 192: 396
   Query 193: 348
   Query 194: 600
   Query 195: 864
   Query 196: 552
   Query 197: 848
   Query 198: 192
   Query 199: 300
   Query 200: 456
   Query 201: 600
   Query 202: 768
   Query 203: 696
   Query 204: 504
   Query 205: 552
   Query 206: 693
   Query 207: 816
   Query 208: 648
   Query 209: 747
   Query 210: 816
   Query 211: 12
   Query 212: 846
   Query 213: 60
   Query 214: 660
   Query 215: 828
   Query 216: 885
   Query 217: 648
   Query 218: 864
   Query 219: 0
   Query 220: 720
   Query 221: 648
   Query 222: 240
   Query 223: 546
   Query 224: 285
   Query 225: 576
   Query 226: 552
   Query 227: 384
   Query 228: 456
   Query 229: 312
   Query 230: 126
   Query 231: 540
   Query 232: 756
   Query 233: 120
   Query 234: 366
   Query 235: 294
   Query 236: 552
   Query 237: 96
   Query 238: 696
   Query 239: 66
   Query 240: 648
   Query 241: 336
   Query 242: 336
   Query 243: 186
   Query 244: 504
   Query 245: 816
   Query 246: 720
   Query 247: 24
   Query 248: 720
   Query 249: 828
   Query 250: 888
   Query 251: 816
   Query 252: 744
   Query 253: 768
   Query 254: 888
   Query 255: 24
   Query 256: 156
   Query 257: 192
   Query 258: 744
   Query 259: 321
   Query 260: 312
   Query 261: 264
   Query 262: 843
   Query 263: 576
   Query 264: 666
   Query 265: 624
   Query 266: 369
   Query 267: 312
   Query 268: 300
   Query 269: 543
   Query 270: 420
   Query 271: 762
   Query 272: 660
   Query 273: 168
   Query 274: 888
   Query 275: 552
   Query 276: 96
   Query 277: 426
   Query 278: 249
   Query 279: 585
   Query 280: 672
   Query 281: 198
   Query 282: 258
   Query 283: 408
   Query 284: 624
   Query 285: 336
   Query 286: 876
   Query 287: 120
   Query 288: 840
   Query 289: 180
   Query 290: 624
   Query 291: 312
   Query 292: 264
   Query 293: 696
   Query 294: 744
   Query 295: 12
   Query 296: 480
   Query 297: 888
   Query 298: 300
   Query 299: 360
   Query 300: 111
   Query 301: 765
   Query 302: 888
   Query 303: 192
   Query 304: 60
   Query 305: 888
   Query 306: 318
   Query 307: 132
   Query 308: 84
   Query 309: 768
   Query 310: 540
   Query 311: 432
   Query 312: 84
   Query 313: 240
   Query 314: 0
   Query 315: 600
   Query 316: 552
   Query 317: 768
   Query 318: 120
   Query 319: 240
   Query 320: 360
   Query 321: 600
   Query 322: 384
   Query 323: 120
   Query 324: 24
   Query 325: 249
   Query 326: 648
   Query 327: 156
   Query 328: 468
   Query 329: 36
   Query 330: 516
   Query 331: 882
   Query 332: 477
   Query 333: 552
   Query 334: 576
   Query 335: 624
   Query 336: 720
   Query 337: 585
   Query 338: 534
   Query 339: 600
   Query 340: 432
   Query 341: 480
   Query 342: 468
   Query 343: 324
   Query 344: 288
   Query 345: 120
   Query 346: 30
   Query 347: 864
   Query 348: 198
   Query 349: 675
   Query 350: 288
   Query 351: 48
   Query 352: 480
   Query 353: 579
   Query 354: 144
   Query 355: 576
   Query 356: 714
   Query 357: 696
   Query 358: 480
   Query 359: 390
   Query 360: 456
   Query 361: 372
   Query 362: 144
   Query 363: 882
   Query 364: 672
   Query 365: 828
   Query 366: 704
   Query 367: 120
   Query 368: 624
   Query 369: 504
   Query 370: 894
   Query 371: 486
   Query 372: 528
   Query 373: 402
   Query 374: 570
   Query 375: 273
   Query 376: 600
   Query 377: 456
   Query 378: 792
   Query 379: 48
   Query 380: 312
   Query 381: 672
   Query 382: 312
   Query 383: 732
   Query 384: 510
   Query 385: 528
   Query 386: 624
   Query 387: 336
   Query 388: 528
   Query 389: 0
   Query 390: 270
   Query 391: 254
   Query 392: 387
   Query 393: 576
   Query 394: 18
   Query 395: 96
   Query 396: 276
   Query 397: 576
   Query 398: 0
   Query 399: 264
   Query 400: 780
   Query 401: 192
   Query 402: 312
   Query 403: 36
   Query 404: 816
   Query 405: 48
   Query 406: 480
   Query 407: 132
   Query 408: 744
   Query 409: 372
   Query 410: 336
   Query 411: 789
   Query 412: 408
   Query 413: 384
   Query 414: 426
   Query 415: 648
   Query 416: 252
   Query 417: 432
   Query 418: 552
   Query 419: 132
   Query 420: 856
   Query 421: 24
   Query 422: 291
   Query 423: 468
   Query 424: 480
   Query 425: 666
   Query 426: 240
   Query 427: 783
   Query 428: 351
   Query 429: 408
   Query 430: 741
   Query 431: 840
   Query 432: 312
   Query 433: 270
   Query 434: 504
   Query 435: 720
   Query 436: 438
   Query 437: 72
   Query 438: 630
   Query 439: 900
   Query 440: 450
   Query 441: 240
   Query 442: 312
   Query 443: 390
   Query 444: 456
   Query 445: 789
   Query 446: 720
   Query 447: 24
   Query 448: 180
   Query 449: 522
   Query 450: 240
   Query 451: 480
   Query 452: 792
   Query 453: 840
   Query 454: 180
   Query 455: 726
   Query 456: 96
   Query 457: 648
   Query 458: 894
   Query 459: 348
   Query 460: 324
   Query 461: 48
   Query 462: 768
   Query 463: 612
   Query 464: 120
   Query 465: 840
   Query 466: 366
   Query 467: 672
   Query 468: 768
   Query 469: 504
   Query 470: 648
   Query 471: 492
   Query 472: 651
   Query 473: 192
   Query 474: 384
   Query 475: 846
   Query 476: 756
   Query 477: 456
   Query 478: 576
   Query 479: 258
   Query 480: 348
   Query 481: 228
   Query 482: 264
   Query 483: 861
   Query 484: 660
   Query 485: 24
   Query 486: 360
   Query 487: 0
   Query 488: 600
   Query 489: 45
   Query 490: 624
   Query 491: 504
   Query 492: 72
   Query 493: 729
   Query 494: 12
   Query 495: 816
   Query 496: 876
   Query 497: 36
   Query 498: 576
   Query 499: 792
   Query 500: 192
   Query 501: 132
   Query 502: 360
   Query 503: 75
   Query 504: 24
   Query 505: 240
   Query 506: 552
   Query 507: 672
   Query 508: 432
   Query 509: 672
   Query 510: 24
   Query 511: 0
   Query 512: 48
   Query 513: 723
   Query 514: 48
   Query 515: 696
   Query 516: 192
   Query 517: 432
   Query 518: 264
   Query 519: 297
   Query 520: 276
   Query 521: 192
   Query 522: 39
   Query 523: 54
   Query 524: 172
   Query 525: 624
   Query 526: 256
   Query 527: 864
   Query 528: 414
   Query 529: 600
   Query 530: 60
   Query 531: 576
   Query 532: 258
   Query 533: 424
   Query 534: 480
   Query 535: 504
   Query 536: 240
   Query 537: 888
   Query 538: 204
   Query 539: 419
   Query 540: 252
   Query 541: 906
   Query 542: 312
   Query 543: 48
   Query 544: 552
   Query 545: 60
   Query 546: 264
   Query 547: 93
   Query 548: 660
   Query 549: 240
   Query 550: 504
   Query 551: 345
   Query 552: 240
   Query 553: 504
   Query 554: 336
   Query 555: 576
   Query 556: 600
   Query 557: 180
   Query 558: 534
   Query 559: 726
   Query 560: 360
   Query 561: 438
   Query 562: 62
   Query 563: 423
   Query 564: 720
   Query 565: 660
   Query 566: 752
   Query 567: 372
   Query 568: 192
   Query 569: 588
   Query 570: 75
   Query 571: 768
   Query 572: 792
   Query 573: 414
   Query 574: 252
   Query 575: 504
   Query 576: 888
   Query 577: 798
   Query 578: 180
   Query 579: 594
   Query 580: 360
   Query 581: 375
   Query 582: 576
   Query 583: 456
   Query 584: 456
   Query 585: 408
   Query 586: 888
   Query 587: 597
   Query 588: 564
   Query 589: 600
   Query 590: 714
   Query 591: 816
   Query 592: 144
   Query 593: 123
   Query 594: 636
   Query 595: 384
   Query 596: 618
   Query 597: 48
   Query 598: 606
   Query 599: 852
   Query 600: 390
   Query 601: 588
   Query 602: 558
   Query 603: 672
   Query 604: 372
   Query 605: 399
   Query 606: 624
   Query 607: 636
   Query 608: 750
   Query 609: 42
   Query 610: 147
   Query 611: 810
   Query 612: 840
   Query 613: 408
   Query 614: 456
   Query 615: 504
   Query 616: 408
   Query 617: 297
   Query 618: 672
   Query 619: 192
   Query 620: 522
   Query 621: 120
   Query 622: 492
   Query 623: 24
   Query 624: 216
   Query 625: 888
   Query 626: 72
   Query 627: 450
   Query 628: 468
   Query 629: 846
   Query 630: 576
   Query 631: 757
   Query 632: 768
   Query 633: 744
   Query 634: 654
   Query 635: 624
   Query 636: 756
   Query 637: 870
   Query 638: 258
   Query 639: 624
   Query 640: 378
   Query 641: 690
   Query 642: 822
   Query 643: 735
   Query 644: 378
   Query 645: 12
   Query 646: 342
   Query 647: 204
   Query 648: 24
   Query 649: 696
   Query 650: 552
   Query 651: 408
   Query 652: 534
   Query 653: 804
   Query 654: 180
   Query 655: 144
   Query 656: 414
   Query 657: 147
   Query 658: 408
   Query 659: 579
   Query 660: 186
   Query 661: 336
   Query 662: 360
   Query 663: 720
   Query 664: 744
   Query 665: 888
   Query 666: 720
   Query 667: 177
   Query 668: 348
   Query 669: 768
   Query 670: 720
   Query 671: 216
   Query 672: 144
   Query 673: 657
   Query 674: 168
   Query 675: 438
   Query 676: 600
   Query 677: 837
   Query 678: 48
   Query 679: 336
   Query 680: 765
   Query 681: 432
   Query 682: 312
   Query 683: 648
   Query 684: 276
   Query 685: 0
   Query 686: 0
   Query 687: 696
   Query 688: 411
   Query 689: 354
   Query 690: 0
   Query 691: 388
   Query 692: 684
   Query 693: 612
   Query 694: 888
   Query 695: 480
   Query 696: 120
   Query 697: 576
   Query 698: 720
   Query 699: 348
   Query 700: 726
   Query 701: 324
   Query 702: 672
   Query 703: 504
   Query 704: 84
   Query 705: 792
   Query 706: 864
   Query 707: 300
   Query 708: 21
   Query 709: 816
   Query 710: 144
   Query 711: 690
   Query 712: 504
   Query 713: 888
   Query 714: 252
   Query 715: 828
   Query 716: 96
   Query 717: 792
   Query 718: 504
   Query 719: 834
   Query 720: 480
   Query 721: 84
   Query 722: 816
   Query 723: 96
   Query 724: 612
   Query 725: 768
   Query 726: 324
   Query 727: 528
   Query 728: 546
   Query 729: 735
   Query 730: 360
   Query 731: 504
   Query 732: 216
   Query 733: 600
   Query 734: 240
   Query 735: 504
   Query 736: 264
   Query 737: 648
   Query 738: 672
   Query 739: 480
   Query 740: 768
   Query 741: 504
   Query 742: 366
   Query 743: 660
   Query 744: 0
   Query 745: 180
   Query 746: 88
   Query 747: 504
   Query 748: 576
   Query 749: 465
   Query 750: 120
   Query 751: 162
   Query 752: 48
   Query 753: 780
   Query 754: 288
   Query 755: 744
   Query 756: 33
   Query 757: 456
   Query 758: 720
   Query 759: 228
   Query 760: 360
   Query 761: 528
   Query 762: 456
   Query 763: 216
   Query 764: 273
   Query 765: 288
   Query 766: 120
   Query 767: 429
   Query 768: 864
   Query 769: 744
   Query 770: 804
   Query 771: 480
   Query 772: 9
   Query 773: 384
   Query 774: 120
   Query 775: 624
   Query 776: 840
   Query 777: 426
   Query 778: 624
   Query 779: 696
   Query 780: 288
   Query 781: 144
   Query 782: 720
   Query 783: 612
   Query 784: 555
   Query 785: 144
   Query 786: 36
   Query 787: 210
   Query 788: 351
   Query 789: 613
   Query 790: 432
   Query 791: 450
Case 9
   Query 1: 244
   Query 2: 388
   Query 3: 681
   Query 4: 426
   Query 5: 897
   Query 6: 528
   Query 7: 672
   Query 8: 48
   Query 9: 600
   Query 10: 138
   Query 11: 486
   Query 12: 426
   Query 13: 204
   Query 14: 375
   Query 15: 96
   Query 16: 600
   Query 17: 840
   Query 18: 456
   Query 19: 552
   Query 20: 426
   Query 21: 240
   Query 22: 208
   Query 23: 114
   Query 24: 582
   Query 25: 168
   Query 26: 144
   Query 27: 408
   Query 28: 816
   Query 29: 312
   Query 30: 447
   Query 31: 768
   Query 32: 840
   Query 33: 180
   Query 34: 24
   Query 35: 672
   Query 36: 798
   Query 37: 363
   Query 38: 336
   Query 39: 96
   Query 40: 144
   Query 41: 426
   Query 42: 540
   Query 43: 852
   Query 44: 0
   Query 45: 768
   Query 46: 540
   Query 47: 672
   Query 48: 834
   Query 49: 444
   Query 50: 240
   Query 51: 84
   Query 52: 288
   Query 53: 480
   Query 54: 543
   Query 55: 180
   Query 56: 342
   Query 57: 768
   Query 58: 672
   Query 59: 84
   Query 60: 84
   Query 61: 120
   Query 62: 216
   Query 63: 378
   Query 64: 657
   Query 65: 576
   Query 66: 216
   Query 67: 654
   Query 68: 156
   Query 69: 768
   Query 70: 600
   Query 71: 336
   Query 72: 144
   Query 73: 132
   Query 74: 324
   Query 75: 204
   Query 76: 600
   Query 77: 768
   Query 78: 624
   Query 79: 240
   Query 80: 528
   Query 81: 228
   Query 82: 84
   Query 83: 444
   Query 84: 144
   Query 85: 486
   Query 86: 549
   Query 87: 768
   Query 88: 684
   Query 89: 828
   Query 90: 282
   Query 91: 768
   Query 92: 144
   Query 93: 792
   Query 94: 384
   Query 95: 870
   Query 96: 768
   Query 97: 36
   Query 98: 768
   Query 99: 294
   Query 100: 144
   Query 101: 201
   Query 102: 672
   Query 103: 528
   Query 104: 84
   Query 105: 606
   Query 106: 756
   Query 107: 486
   Query 108: 456
   Query 109: 288
   Query 110: 312
   Query 111: 720
   Query 112: 384
   Query 113: 288
   Query 114: 132
   Query 115: 816
   Query 116: 624
   Query 117: 579
   Query 118: 300
   Query 119: 852
   Query 120: 768
   Query 121: 228
   Query 122: 360
   Query 123: 96
   Query 124: 768
   Query 125: 228
   Query 126: 756
   Query 127: 474
   Query 128: 774
   Query 129: 444
   Query 130: 84
   Query 131: 312
   Query 132: 624
   Query 133: 732
   Query 134: 789
   Query 135: 192
   Query 136: 65
   Query 137: 837
   Query 138: 258
   Query 139: 72
   Query 140: 611
   Query 141: 504
   Query 142: 0
   Query 143: 540
   Query 144: 570
   Query 145: 348
   Query 146: 672
   Query 147: 240
   Query 148: 264
   Query 149: 540
   Query 150: 600
   Query 151: 708
   Query 152: 903
   Query 153: 258
   Query 154: 216
   Query 155: 240
   Query 156: 210
   Query 157: 729
   Query 158: 18
   Query 159: 312
   Query 160: 288
   Query 161: 792
   Query 162: 144
   Query 163: 48
   Query 164: 885
   Query 165: 684
   Query 166: 120
   Query 167: 624
   Query 168: 528
   Query 169: 312
   Query 170: 699
   Query 171: 498
   Query 172: 312
   Query 173: 288
   Query 174: 109
   Query 175: 160
   Query 176: 588
   Query 177: 828
   Query 178: 84
   Query 179: 486
   Query 180: 120
   Query 181: 702
   Query 182: 60
   Query 183: 714
   Query 184: 144
   Query 185: 612
   Query 186: 672
   Query 187: 30
   Query 188: 447
